order_id,student_id,ts,n_items,order_total,courses,lines,date,is_bundle,order_seq,is_repeat
270,341,2026-08-23 11:59:04,1,8950.0,ML про,ПРО,2026-08-23,False,1,False
271,237,2026-08-23 13:29:45,1,8950.0,AI агенты,ПРО,2026-08-23,False,1,False
272,447,2026-08-23 13:46:56,1,8450.0,Backend про,ПРО,2026-08-23,False,1,False
273,98,2026-08-23 14:14:48,2,14950.0,Аналитика про + Аналитика старт,ПРО/СТАРТ,2026-08-23,True,1,False
274,580,2026-08-23 14:38:29,1,8950.0,AI агенты,ПРО,2026-08-23,False,1,False
275,71,2026-08-23 14:57:08,1,8450.0,Алгоритмы,Другое,2026-08-23,False,1,False
276,436,2026-08-23 15:04:52,1,8450.0,Алгоритмы про,ПРО,2026-08-23,False,1,False
277,229,2026-08-23 15:38:51,1,8450.0,AI агенты,ПРО,2026-08-23,False,2,True
278,307,2026-08-23 15:39:57,1,8450.0,Аналитика про,ПРО,2026-08-23,False,1,False
279,235,2026-08-23 16:04:24,1,8450.0,AI агенты,ПРО,2026-08-23,False,1,False
280,430,2026-08-23 16:17:56,1,8000.0,К ВУЗу,Другое,2026-08-23,False,2,True
281,172,2026-08-23 16:29:57,1,8950.0,AI агенты,ПРО,2026-08-23,False,1,False
282,315,2026-08-23 16:40:25,2,14950.0,AI агенты + Backend про,ПРО,2026-08-23,True,1,False
283,149,2026-08-23 16:50:14,1,8950.0,ML про,ПРО,2026-08-23,False,1,False
284,290,2026-08-23 16:53:02,1,7475.0,Аналитика старт,СТАРТ,2026-08-23,False,1,False
285,557,2026-08-23 16:56:11,1,8950.0,ML про,ПРО,2026-08-23,False,1,False
286,513,2026-08-23 17:34:10,2,13950.0,AI агенты + Алгоритмы про,ПРО,2026-08-23,True,1,False
287,424,2026-08-23 17:45:31,2,14950.0,AI агенты + Аналитика про,ПРО,2026-08-23,True,1,False
288,216,2026-08-23 18:13:18,1,7475.0,AI агенты,ПРО,2026-08-23,False,1,False
289,367,2026-08-23 18:18:15,1,8245.0,Аналитика старт,СТАРТ,2026-08-23,False,1,False
290,542,2026-08-23 18:26:56,1,8950.0,Backend старт,СТАРТ,2026-08-23,False,1,False
291,107,2026-08-23 18:28:17,2,13950.0,AI агенты + Аналитика про,ПРО,2026-08-23,True,1,False
292,298,2026-08-23 18:48:14,1,6975.0,Аналитика про,ПРО,2026-08-23,False,1,False
293,95,2026-08-23 19:08:11,2,14950.0,AI агенты + Аналитика про,ПРО,2026-08-23,True,1,False
294,203,2026-08-23 20:42:20,2,14950.0,AI агенты + Аналитика про,ПРО,2026-08-23,True,1,False
295,539,2026-08-23 20:55:41,1,8950.0,AI агенты,ПРО,2026-08-23,False,1,False
296,257,2026-08-23 20:56:06,1,8450.0,Backend про,ПРО,2026-08-23,False,1,False
297,360,2026-08-23 20:57:22,1,8950.0,AI агенты,ПРО,2026-08-23,False,1,False
298,213,2026-08-23 20:58:38,1,8950.0,Аналитика про,ПРО,2026-08-23,False,1,False
299,104,2026-08-23 21:00:30,2,14950.0,AI агенты + ML про,ПРО,2026-08-23,True,1,False
300,91,2026-08-24 00:44:40,1,8950.0,ML старт,СТАРТ,2026-08-24,False,1,False
301,357,2026-08-24 02:46:33,1,9950.0,Теория вероятностей,Другое,2026-08-24,False,1,False
302,440,2026-08-24 03:20:05,1,7475.0,ML про,ПРО,2026-08-24,False,1,False
303,215,2026-08-24 03:22:36,1,6975.0,Алгоритмы про,ПРО,2026-08-24,False,1,False
304,549,2026-08-24 05:25:17,2,16445.0,AI агенты + Backend про,ПРО,2026-08-24,True,1,False
305,425,2026-08-24 07:03:39,1,8503.0,AI агенты,ПРО,2026-08-24,False,1,False
306,489,2026-08-24 08:47:25,1,8850.0,ML старт,СТАРТ,2026-08-24,False,1,False
307,243,2026-08-24 10:40:35,1,8950.0,AI агенты,ПРО,2026-08-24,False,1,False
308,268,2026-08-24 12:52:49,1,8950.0,AI агенты,ПРО,2026-08-24,False,1,False
309,529,2026-08-24 13:11:03,2,14950.0,Алгоритмы про + Алгоритмы старт,ПРО/СТАРТ,2026-08-24,True,1,False
310,368,2026-08-24 14:21:10,1,8950.0,Аналитика про,ПРО,2026-08-24,False,1,False
311,141,2026-08-24 14:48:12,1,7475.0,Алгоритмы старт,СТАРТ,2026-08-24,False,1,False
312,192,2026-08-24 15:05:04,2,14950.0,AI агенты + ML про,ПРО,2026-08-24,True,1,False
313,475,2026-08-24 15:16:31,1,9950.0,Линейная алгебра,Другое,2026-08-24,False,1,False
314,85,2026-08-24 15:57:32,1,8950.0,Аналитика про,ПРО,2026-08-24,False,1,False
315,194,2026-08-24 16:25:21,1,8950.0,Алгоритмы старт,СТАРТ,2026-08-24,False,1,False
316,111,2026-08-24 16:49:26,1,8950.0,Аналитика про,ПРО,2026-08-24,False,1,False
317,299,2026-08-24 16:58:19,1,8950.0,Аналитика про,ПРО,2026-08-24,False,1,False
318,201,2026-08-24 17:28:20,1,6950.0,Data Science,Другое,2026-08-24,False,1,False
319,263,2026-08-25 03:19:38,1,6000.0,AI агенты,ПРО,2026-08-25,False,2,True
320,583,2026-08-25 04:27:38,1,8950.0,AI агенты,ПРО,2026-08-25,False,1,False
321,168,2026-08-25 06:26:04,2,14950.0,AI агенты + ML про,ПРО,2026-08-25,True,1,False
322,165,2026-08-25 07:21:38,1,8450.0,Аналитика про,ПРО,2026-08-25,False,1,False
323,455,2026-08-25 07:53:50,1,8950.0,Backend старт,СТАРТ,2026-08-25,False,1,False
324,148,2026-08-25 09:49:25,1,7475.0,AI агенты,ПРО,2026-08-25,False,1,False
325,116,2026-08-25 10:01:02,2,14950.0,АВ тестам + Аналитика про,Другое/ПРО,2026-08-25,True,1,False
326,121,2026-08-25 11:38:56,1,8950.0,AI агенты,ПРО,2026-08-25,False,1,False
327,138,2026-08-25 12:39:08,1,5750.0,ML про,ПРО,2026-08-25,False,2,True
328,463,2026-08-25 13:16:31,1,8950.0,ML про,ПРО,2026-08-25,False,1,False
329,560,2026-08-25 14:09:51,1,8950.0,AI агенты,ПРО,2026-08-25,False,1,False
330,140,2026-08-25 16:01:50,1,8450.0,Аналитика старт,СТАРТ,2026-08-25,False,1,False
331,202,2026-08-25 19:24:14,2,14950.0,AI агенты + Backend про,ПРО,2026-08-25,True,1,False
332,452,2026-08-25 21:09:34,1,8450.0,AI агенты,ПРО,2026-08-25,False,1,False
333,269,2026-08-25 22:26:03,1,7475.0,Backend про,ПРО,2026-08-25,False,1,False
334,163,2026-08-26 01:23:32,1,8450.0,AI агенты,ПРО,2026-08-26,False,1,False
335,418,2026-08-26 04:03:43,2,14950.0,Backend про + Backend старт,ПРО/СТАРТ,2026-08-26,True,1,False
336,552,2026-08-26 04:37:12,1,7475.0,Аналитика про,ПРО,2026-08-26,False,1,False
337,605,2026-08-26 07:26:53,1,8950.0,Алгоритмы про,ПРО,2026-08-26,False,1,False
338,178,2026-08-26 09:15:13,1,8950.0,AI агенты,ПРО,2026-08-26,False,1,False
339,599,2026-08-26 12:25:10,1,8950.0,Аналитика старт,СТАРТ,2026-08-26,False,1,False
340,466,2026-08-26 13:56:39,1,8950.0,ML про,ПРО,2026-08-26,False,1,False
341,255,2026-08-26 14:52:53,1,8950.0,ML старт,СТАРТ,2026-08-26,False,1,False
342,587,2026-08-26 21:47:21,1,8450.0,AI агенты,ПРО,2026-08-26,False,1,False
343,136,2026-08-27 08:57:04,2,14950.0,AI агенты + Backend про,ПРО,2026-08-27,True,1,False
344,506,2026-08-27 12:29:06,1,8950.0,AI агенты,ПРО,2026-08-27,False,1,False
345,526,2026-08-27 13:32:56,1,8950.0,AI агенты,ПРО,2026-08-27,False,1,False
346,185,2026-08-27 14:36:47,2,13950.0,AI агенты + ML про,ПРО,2026-08-27,True,1,False
347,568,2026-08-27 15:10:07,2,14950.0,ML старт + Аналитика про,ПРО/СТАРТ,2026-08-27,True,1,False
348,191,2026-08-27 15:11:14,4,29850.0,AI агенты + Алгоритмы + Мат анализ + Теория вероятностей,Другое/ПРО,2026-08-27,True,1,False
349,39,2026-08-27 17:02:28,1,9950.0,Мат анализ,Другое,2026-08-27,False,1,False
350,61,2026-08-27 19:44:33,2,13950.0,ML про + ML старт,ПРО/СТАРТ,2026-08-27,True,1,False
351,11,2026-08-27 20:09:27,1,6975.0,ML старт,СТАРТ,2026-08-27,False,1,False
352,122,2026-08-27 20:55:44,2,14950.0,ML про + ML старт,ПРО/СТАРТ,2026-08-27,True,1,False
353,177,2026-08-28 10:47:56,1,8950.0,Аналитика старт,СТАРТ,2026-08-28,False,1,False
354,219,2026-08-28 13:23:53,1,9950.0,Мат анализ,Другое,2026-08-28,False,1,False
355,322,2026-08-28 14:03:47,2,14950.0,ML про + Алгоритмы старт,ПРО/СТАРТ,2026-08-28,True,1,False
356,289,2026-08-28 16:24:51,1,8950.0,AI агенты,ПРО,2026-08-28,False,1,False
357,29,2026-08-28 18:20:56,1,8450.0,Backend старт,СТАРТ,2026-08-28,False,1,False
358,314,2026-08-28 18:44:36,1,8950.0,Аналитика старт,СТАРТ,2026-08-28,False,1,False
359,236,2026-08-29 05:27:29,1,7475.0,ML про,ПРО,2026-08-29,False,1,False
360,340,2026-08-29 09:29:52,2,11950.0,АВ тестам + Аналитика старт,Другое/СТАРТ,2026-08-29,True,1,False
361,393,2026-08-29 09:45:18,1,9450.0,Мат анализ,Другое,2026-08-29,False,1,False
362,144,2026-08-29 11:51:08,2,8950.0,Аналитика про + Аналитика старт,ПРО/СТАРТ,2026-08-29,True,1,False
363,242,2026-08-29 13:44:52,1,8950.0,ML про,ПРО,2026-08-29,False,1,False
364,27,2026-08-29 14:47:39,1,8950.0,ML про,ПРО,2026-08-29,False,1,False
365,99,2026-08-29 19:35:36,1,8450.0,AI агенты,ПРО,2026-08-29,False,1,False
366,483,2026-08-29 19:38:52,1,8450.0,AI агенты,ПРО,2026-08-29,False,1,False
367,432,2026-08-29 19:39:58,1,8950.0,Backend про,ПРО,2026-08-29,False,1,False
368,585,2026-08-29 19:40:39,2,13950.0,AI агенты + ML про,ПРО,2026-08-29,True,1,False
369,285,2026-08-30 08:22:49,2,13950.0,AI агенты + ML про,ПРО,2026-08-30,True,1,False
370,535,2026-08-30 08:24:30,2,14950.0,Backend старт + Алгоритмы старт,СТАРТ,2026-08-30,True,1,False
371,573,2026-08-30 09:39:42,1,8950.0,AI агенты,ПРО,2026-08-30,False,1,False
372,531,2026-08-30 10:04:17,1,8950.0,Backend старт,СТАРТ,2026-08-30,False,1,False
373,432,2026-08-30 10:31:12,1,8545.0,AI агенты,ПРО,2026-08-30,False,2,True
374,411,2026-08-30 11:21:33,1,8545.0,AI агенты,ПРО,2026-08-30,False,1,False
375,284,2026-08-30 11:56:49,1,6975.0,ML про,ПРО,2026-08-30,False,1,False
376,534,2026-08-30 12:55:04,1,8450.0,AI агенты,ПРО,2026-08-30,False,1,False
377,145,2026-08-30 13:06:05,1,8950.0,Аналитика про,ПРО,2026-08-30,False,1,False
378,81,2026-08-30 13:44:26,1,8450.0,AI агенты,ПРО,2026-08-30,False,1,False
379,76,2026-08-30 14:48:44,2,13950.0,Алгоритмы про + Аналитика про,ПРО,2026-08-30,True,1,False
380,565,2026-08-30 15:30:24,2,13950.0,Алгоритмы про + Алгоритмы старт,ПРО/СТАРТ,2026-08-30,True,1,False
381,437,2026-08-30 16:16:42,1,1000.0,AI агенты,ПРО,2026-08-30,False,4,True
382,253,2026-08-30 17:04:49,1,8950.0,AI агенты,ПРО,2026-08-30,False,1,False
383,241,2026-08-30 17:07:59,1,8950.0,Backend старт,СТАРТ,2026-08-30,False,1,False
384,25,2026-08-30 18:34:15,1,8450.0,ML про,ПРО,2026-08-30,False,1,False
385,566,2026-08-30 18:45:42,1,8450.0,ML про,ПРО,2026-08-30,False,1,False
386,274,2026-08-30 23:37:30,1,6975.0,Аналитика про,ПРО,2026-08-30,False,1,False
387,14,2026-08-30 23:52:21,1,8950.0,AI агенты,ПРО,2026-08-30,False,1,False
388,90,2026-08-31 01:05:18,1,6975.0,Алгоритмы старт,СТАРТ,2026-08-31,False,1,False
389,538,2026-08-31 06:14:52,2,14950.0,Backend старт + Алгоритмы старт,СТАРТ,2026-08-31,True,1,False
390,157,2026-08-31 06:39:53,2,14950.0,AI агенты + ML про,ПРО,2026-08-31,True,1,False
391,134,2026-08-31 08:06:47,1,6975.0,Алгоритмы про,ПРО,2026-08-31,False,1,False
392,267,2026-08-31 08:26:17,1,8950.0,Аналитика про,ПРО,2026-08-31,False,1,False
393,387,2026-08-31 09:09:41,1,8545.0,AI агенты,ПРО,2026-08-31,False,1,False
394,403,2026-08-31 10:18:44,1,8950.0,Backend про,ПРО,2026-08-31,False,1,False
395,497,2026-08-31 12:11:14,1,8950.0,Backend про,ПРО,2026-08-31,False,1,False
396,26,2026-08-31 14:03:44,2,17950.0,Backend про + Дискретка,Другое/ПРО,2026-08-31,True,2,True
397,503,2026-08-31 14:40:32,2,14943.0,Аналитика про + Аналитика старт,ПРО/СТАРТ,2026-08-31,True,1,False
398,4,2026-08-31 15:42:34,1,8950.0,AI агенты,ПРО,2026-08-31,False,1,False
399,599,2026-08-31 16:05:26,1,8950.0,Аналитика про,ПРО,2026-08-31,False,2,True
400,305,2026-08-31 17:03:19,2,14950.0,Алгоритмы про + Алгоритмы старт,ПРО/СТАРТ,2026-08-31,True,1,False
401,239,2026-08-31 17:06:09,1,8450.0,Аналитика про,ПРО,2026-08-31,False,1,False
402,77,2026-08-31 17:54:30,1,8450.0,Аналитика про,ПРО,2026-08-31,False,1,False
403,171,2026-08-31 18:20:33,1,8950.0,Аналитика про,ПРО,2026-08-31,False,1,False
404,272,2026-08-31 18:34:40,1,8950.0,Аналитика про,ПРО,2026-08-31,False,1,False
405,324,2026-08-31 19:22:31,1,8450.0,AI агенты,ПРО,2026-08-31,False,1,False
406,301,2026-08-31 20:57:15,2,17950.0,ML старт + Аналитика старт,СТАРТ,2026-08-31,True,1,False
407,390,2026-09-01 02:23:30,1,8975.0,Аналитика старт,СТАРТ,2026-09-01,False,1,False
408,189,2026-09-01 07:49:46,1,8945.0,Аналитика старт,СТАРТ,2026-09-01,False,1,False
409,495,2026-09-01 10:30:21,2,14950.0,ML про + ML старт,ПРО/СТАРТ,2026-09-01,True,1,False
410,296,2026-09-01 10:46:43,1,8950.0,Аналитика старт,СТАРТ,2026-09-01,False,1,False
411,195,2026-09-01 10:54:53,1,8450.0,AI агенты,ПРО,2026-09-01,False,1,False
412,524,2026-09-01 11:54:01,1,8945.0,Аналитика про,ПРО,2026-09-01,False,1,False
413,423,2026-09-01 12:44:58,1,7475.0,ML про,ПРО,2026-09-01,False,1,False
414,115,2026-09-01 13:09:50,1,8945.0,Аналитика про,ПРО,2026-09-01,False,1,False
415,247,2026-09-01 14:59:35,2,14950.0,ML про + ML старт,ПРО/СТАРТ,2026-09-01,True,1,False
416,144,2026-09-01 15:30:39,1,8950.0,Аналитика про,ПРО,2026-09-01,False,2,True
417,547,2026-09-01 15:53:22,2,14950.0,Backend про + Алгоритмы про,ПРО,2026-09-01,True,1,False
418,226,2026-09-01 17:03:44,1,7475.0,ML старт,СТАРТ,2026-09-01,False,1,False
419,34,2026-09-01 17:23:37,1,8945.0,Аналитика про,ПРО,2026-09-01,False,1,False
420,231,2026-09-01 18:08:01,5,41225.0,Алгоритмы + Дискретка + Линейная алгебра + Мат анализ + Теория вероятностей,Другое,2026-09-01,True,1,False
421,181,2026-09-01 18:44:37,1,8950.0,Аналитика про,ПРО,2026-09-01,False,1,False
422,343,2026-09-01 19:07:54,1,8950.0,ML старт,СТАРТ,2026-09-01,False,1,False
423,114,2026-09-01 19:16:56,2,13950.0,AI агенты + ML про,ПРО,2026-09-01,True,1,False
424,88,2026-09-01 19:27:16,1,8950.0,AI агенты,ПРО,2026-09-01,False,1,False
425,139,2026-09-01 20:30:07,2,13950.0,AI агенты + ML старт,ПРО/СТАРТ,2026-09-01,True,1,False
426,37,2026-09-02 04:13:14,1,5750.0,Backend про,ПРО,2026-09-02,False,1,False
427,558,2026-09-02 08:49:58,1,8245.0,Линейная алгебра,Другое,2026-09-02,False,1,False
428,288,2026-09-02 08:57:12,1,8945.0,Аналитика про,ПРО,2026-09-02,False,1,False
429,486,2026-09-02 09:28:52,1,8950.0,Backend про,ПРО,2026-09-02,False,1,False
430,555,2026-09-02 09:38:46,2,14950.0,Алгоритмы про + Алгоритмы старт,ПРО/СТАРТ,2026-09-02,True,1,False
431,551,2026-09-02 09:58:19,1,8950.0,Backend про,ПРО,2026-09-02,False,1,False
432,419,2026-09-02 10:06:52,2,14950.0,ML про + Алгоритмы про,ПРО,2026-09-02,True,1,False
433,182,2026-09-02 10:14:11,1,8950.0,Backend про,ПРО,2026-09-02,False,1,False
434,244,2026-09-02 10:24:40,1,8950.0,Алгоритмы старт,СТАРТ,2026-09-02,False,1,False
435,50,2026-09-02 10:32:55,1,8950.0,Алгоритмы старт,СТАРТ,2026-09-02,False,1,False
436,541,2026-09-02 10:48:17,2,14950.0,Алгоритмы старт + Аналитика старт,СТАРТ,2026-09-02,True,1,False
437,523,2026-09-02 11:00:48,1,8450.0,Backend про,ПРО,2026-09-02,False,1,False
438,266,2026-09-02 11:33:22,1,10000.0,Мат анализ,Другое,2026-09-02,False,1,False
439,128,2026-09-02 11:55:47,1,8945.0,Аналитика про,ПРО,2026-09-02,False,1,False
440,385,2026-09-02 14:17:34,2,11950.0,АВ тестам + Аналитика старт,Другое/СТАРТ,2026-09-02,True,1,False
441,355,2026-09-02 14:30:26,1,8450.0,Backend про,ПРО,2026-09-02,False,1,False
442,572,2026-09-02 14:54:22,1,8945.0,Аналитика про,ПРО,2026-09-02,False,1,False
443,422,2026-09-02 15:30:05,1,9450.0,Теория вероятностей,Другое,2026-09-02,False,1,False
444,493,2026-09-02 16:44:53,1,9950.0,Линейная алгебра,Другое,2026-09-02,False,1,False
445,264,2026-09-02 18:37:57,2,8450.0,Backend про + Алгоритмы,Другое/ПРО,2026-09-02,True,1,False
446,6,2026-09-02 19:16:28,1,8450.0,Аналитика про,ПРО,2026-09-02,False,1,False
447,404,2026-09-02 19:30:00,1,7475.0,Алгоритмы про,ПРО,2026-09-02,False,1,False
448,35,2026-09-02 22:38:59,1,4225.0,Backend про,ПРО,2026-09-02,False,1,False
449,450,2026-09-03 06:06:37,1,8950.0,Backend про,ПРО,2026-09-03,False,1,False
450,504,2026-09-03 06:27:49,1,5975.0,Аналитика старт,СТАРТ,2026-09-03,False,1,False
451,273,2026-09-03 08:17:51,1,8950.0,ML про,ПРО,2026-09-03,False,1,False
452,508,2026-09-03 08:29:32,1,5750.0,Backend про,ПРО,2026-09-03,False,2,True
453,395,2026-09-03 11:18:32,1,8950.0,ML про,ПРО,2026-09-03,False,1,False
454,271,2026-09-03 12:55:50,2,14950.0,ML про + Алгоритмы про,ПРО,2026-09-03,True,1,False
455,9,2026-09-03 14:55:45,1,8950.0,Аналитика про,ПРО,2026-09-03,False,1,False
456,205,2026-09-03 15:01:50,1,8950.0,Аналитика про,ПРО,2026-09-03,False,1,False
457,230,2026-09-03 15:07:18,1,8950.0,Аналитика про,ПРО,2026-09-03,False,1,False
458,330,2026-09-03 15:10:16,2,14950.0,Аналитика про + Аналитика старт,ПРО/СТАРТ,2026-09-03,True,1,False
459,376,2026-09-03 15:43:04,1,6950.0,К ВУЗу,Другое,2026-09-03,False,1,False
460,352,2026-09-03 16:22:06,1,8450.0,Алгоритмы про,ПРО,2026-09-03,False,1,False
461,345,2026-09-03 16:33:15,1,8950.0,Аналитика про,ПРО,2026-09-03,False,1,False
462,252,2026-09-03 16:36:15,1,8950.0,Backend про,ПРО,2026-09-03,False,1,False
463,318,2026-09-03 17:23:38,1,8450.0,Аналитика про,ПРО,2026-09-03,False,1,False
464,402,2026-09-03 17:30:08,1,8450.0,ML про,ПРО,2026-09-03,False,2,True
465,594,2026-09-03 18:16:38,1,5000.0,AI агенты,ПРО,2026-09-03,False,1,False
466,561,2026-09-03 18:55:28,1,18900.0,Теория вероятностей,Другое,2026-09-03,False,1,False
467,409,2026-09-03 21:58:56,1,5000.0,AI агенты,ПРО,2026-09-03,False,1,False
468,3,2026-09-03 22:47:02,1,5975.0,АВ тестам,Другое,2026-09-03,False,1,False
469,601,2026-09-04 04:51:49,3,22425.0,AI агенты + ML про + ML старт,ПРО/СТАРТ,2026-09-04,True,1,False
470,363,2026-09-04 06:28:52,1,8945.0,Backend про,ПРО,2026-09-04,False,1,False
471,124,2026-09-04 06:34:32,1,9950.0,Линейная алгебра,Другое,2026-09-04,False,1,False
472,490,2026-09-04 10:01:44,1,8450.0,AI агенты,ПРО,2026-09-04,False,1,False
473,326,2026-09-04 10:55:46,2,14950.0,Аналитика про + Аналитика старт,ПРО/СТАРТ,2026-09-04,True,1,False
474,590,2026-09-04 11:04:11,1,8945.0,Backend про,ПРО,2026-09-04,False,1,False
475,379,2026-09-04 11:44:55,1,7475.0,Аналитика про,ПРО,2026-09-04,False,1,False
476,317,2026-09-04 13:16:14,1,8950.0,Аналитика про,ПРО,2026-09-04,False,1,False
477,354,2026-09-04 13:47:25,1,8245.0,Дискретка,Другое,2026-09-04,False,1,False
478,383,2026-09-04 14:11:02,1,8950.0,Аналитика про,ПРО,2026-09-04,False,1,False
479,375,2026-09-04 14:19:28,1,7000.0,Алгоритмы про,ПРО,2026-09-04,False,1,False
480,582,2026-09-04 15:03:52,1,8950.0,Аналитика старт,СТАРТ,2026-09-04,False,1,False
481,378,2026-09-04 15:08:47,1,8950.0,Аналитика про,ПРО,2026-09-04,False,1,False
482,28,2026-09-04 15:15:34,2,14950.0,Аналитика про + Аналитика старт,ПРО/СТАРТ,2026-09-04,True,1,False
483,302,2026-09-04 15:20:47,1,7475.0,Аналитика про,ПРО,2026-09-04,False,1,False
484,303,2026-09-04 15:21:52,2,14950.0,ML про + ML старт,ПРО/СТАРТ,2026-09-04,True,1,False
485,15,2026-09-04 15:26:00,1,8450.0,Аналитика про,ПРО,2026-09-04,False,1,False
486,197,2026-09-04 15:39:31,2,14950.0,AI агенты + Backend про,ПРО,2026-09-04,True,1,False
487,574,2026-09-04 16:29:01,1,7475.0,ML про,ПРО,2026-09-04,False,1,False
488,198,2026-09-04 16:44:57,1,7475.0,Аналитика старт,СТАРТ,2026-09-04,False,1,False
489,576,2026-09-04 17:26:34,1,7475.0,ML старт,СТАРТ,2026-09-04,False,1,False
490,471,2026-09-04 18:12:51,1,9950.0,Линейная алгебра,Другое,2026-09-04,False,1,False
491,428,2026-09-04 18:33:44,2,17900.0,ML про + ML старт,ПРО/СТАРТ,2026-09-04,True,1,False
492,94,2026-09-04 18:49:47,1,8950.0,Backend про,ПРО,2026-09-04,False,1,False
493,1,2026-09-04 19:30:57,1,8950.0,Аналитика старт,СТАРТ,2026-09-04,False,1,False
494,384,2026-09-04 20:38:50,1,8450.0,Аналитика про,ПРО,2026-09-04,False,1,False
495,43,2026-09-05 07:16:30,2,12950.0,АВ тестам + Аналитика старт,Другое/СТАРТ,2026-09-05,True,1,False
496,309,2026-09-05 09:55:40,1,8950.0,ML про,ПРО,2026-09-05,False,1,False
497,502,2026-09-05 10:11:25,1,8450.0,ML про,ПРО,2026-09-05,False,1,False
498,591,2026-09-05 10:13:46,1,8450.0,AI агенты,ПРО,2026-09-05,False,1,False
499,394,2026-09-05 10:17:43,1,8950.0,Алгоритмы про,ПРО,2026-09-05,False,1,False
500,155,2026-09-05 10:20:56,2,14950.0,Backend про + Backend старт,ПРО/СТАРТ,2026-09-05,True,1,False
501,533,2026-09-05 10:24:14,1,8450.0,AI агенты,ПРО,2026-09-05,False,1,False
502,510,2026-09-05 10:34:42,1,8950.0,AI агенты,ПРО,2026-09-05,False,1,False
503,328,2026-09-05 10:58:26,2,14950.0,ML про + Аналитика про,ПРО,2026-09-05,True,1,False
504,31,2026-09-05 11:00:21,1,7475.0,ML про,ПРО,2026-09-05,False,1,False
505,397,2026-09-05 11:02:15,1,8950.0,Аналитика старт,СТАРТ,2026-09-05,False,1,False
506,487,2026-09-05 11:02:17,2,14950.0,ML про + ML старт,ПРО/СТАРТ,2026-09-05,True,1,False
507,515,2026-09-05 12:09:36,1,8450.0,Аналитика про,ПРО,2026-09-05,False,1,False
508,155,2026-09-05 12:13:44,1,7000.0,Алгоритмы старт,СТАРТ,2026-09-05,False,2,True
509,117,2026-09-05 12:34:35,1,8450.0,Аналитика про,ПРО,2026-09-05,False,1,False
510,517,2026-09-05 12:48:03,1,8950.0,Аналитика про,ПРО,2026-09-05,False,1,False
511,238,2026-09-05 13:28:56,1,8950.0,Backend про,ПРО,2026-09-05,False,1,False
512,406,2026-09-05 13:55:08,1,8450.0,ML про,ПРО,2026-09-05,False,1,False
513,270,2026-09-05 14:08:51,1,8950.0,Аналитика про,ПРО,2026-09-05,False,1,False
514,48,2026-09-05 14:24:29,1,8950.0,Backend про,ПРО,2026-09-05,False,1,False
515,405,2026-09-05 14:29:26,1,8950.0,Backend старт,СТАРТ,2026-09-05,False,1,False
516,18,2026-09-05 14:29:29,1,8950.0,Алгоритмы про,ПРО,2026-09-05,False,1,False
517,362,2026-09-05 14:52:23,1,8450.0,ML про,ПРО,2026-09-05,False,1,False
518,250,2026-09-05 14:54:24,2,14950.0,Backend про + Backend старт,ПРО/СТАРТ,2026-09-05,True,1,False
519,540,2026-09-05 14:57:41,1,8950.0,Аналитика про,ПРО,2026-09-05,False,1,False
520,461,2026-09-05 15:01:05,2,14950.0,Аналитика про + Аналитика старт,ПРО/СТАРТ,2026-09-05,True,1,False
521,556,2026-09-05 15:17:14,1,7475.0,Аналитика про,ПРО,2026-09-05,False,1,False
522,431,2026-09-05 15:28:29,1,8950.0,Алгоритмы старт,СТАРТ,2026-09-05,False,1,False
523,169,2026-09-05 15:47:16,1,8950.0,Аналитика про,ПРО,2026-09-05,False,1,False
524,245,2026-09-05 15:54:58,1,8950.0,Backend про,ПРО,2026-09-05,False,1,False
525,2,2026-09-05 16:22:48,1,8950.0,ML про,ПРО,2026-09-05,False,1,False
526,414,2026-09-05 16:25:16,1,8950.0,ML про,ПРО,2026-09-05,False,1,False
527,596,2026-09-05 16:26:36,1,8950.0,ML про,ПРО,2026-09-05,False,1,False
528,67,2026-09-05 17:04:40,1,8950.0,ML про,ПРО,2026-09-05,False,2,True
529,210,2026-09-05 17:12:38,1,7475.0,Аналитика старт,СТАРТ,2026-09-05,False,1,False
530,127,2026-09-05 17:27:41,1,8950.0,ML про,ПРО,2026-09-05,False,1,False
531,602,2026-09-05 17:42:39,1,8450.0,Backend про,ПРО,2026-09-05,False,1,False
532,109,2026-09-05 17:57:36,1,8950.0,ML про,ПРО,2026-09-05,False,1,False
533,398,2026-09-05 18:06:36,1,8950.0,ML про,ПРО,2026-09-05,False,1,False
534,350,2026-09-05 18:12:55,1,8450.0,Аналитика про,ПРО,2026-09-05,False,1,False
535,24,2026-09-05 18:23:21,1,8950.0,ML про,ПРО,2026-09-05,False,1,False
536,553,2026-09-05 18:27:14,1,8950.0,ML про,ПРО,2026-09-05,False,1,False
537,174,2026-09-05 18:41:16,2,14950.0,ML про + Алгоритмы про,ПРО,2026-09-05,True,1,False
538,494,2026-09-05 19:15:54,1,8959.0,Алгоритмы про,ПРО,2026-09-05,False,1,False
539,377,2026-09-05 19:24:12,2,14950.0,Аналитика про + Аналитика старт,ПРО/СТАРТ,2026-09-05,True,1,False
540,60,2026-09-05 19:44:33,1,8950.0,ML про,ПРО,2026-09-05,False,1,False
541,545,2026-09-05 19:45:17,1,8950.0,ML про,ПРО,2026-09-05,False,1,False
542,147,2026-09-05 19:46:01,2,14950.0,ML про + ML старт,ПРО/СТАРТ,2026-09-05,True,1,False
